date;CF Index;DM Index;EO Index;ES Index;FA Index;FFB Index;FFD Index;FT Index;GX Index;HC Index;HI Index;HWA Index;HWB Index;IB Index;IFB Index;IFD Index;KM Index;MES Index;MX Index;NH Index;NI Index;NK Index;NO Index;NQ Index;PT Index;RTY Index;SM Index;ST Index;TP Index;UX Index;VG Index;XB Index;XP Index;Z  Index
1988-06-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.2234657904
1988-06-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.6142111406
1988-06-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186.3844863736
1988-06-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186.4333519031
1988-06-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.6578524037
1988-06-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.1893300218
1988-06-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.0017896909
1988-06-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.5713849522
1988-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.6208355139
1988-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.8637341527
1988-07-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.6737911745
1988-07-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.5307878542
1988-07-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.8619760396
1988-07-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.7552858075
1988-07-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.567345743
1988-07-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.7655265526
1988-07-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.812586678
1988-07-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.7656016619
1988-07-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.7193399201
1988-07-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.232732897
1988-07-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.5731901217
1988-07-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.0474041166
1988-07-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.0474041166
1988-07-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.934117944
1988-07-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.782442593
1988-07-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.8301035925
1988-07-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.0701750485
1988-07-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.6869509027
1988-07-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.923750084
1988-08-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.5439403205
1988-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.4022795378
1988-08-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.4007700907
1988-08-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.3056873287
1988-08-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185.0120482106
1988-08-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184.681595276
1988-08-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.1804782561
1988-08-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.6756224642
1988-08-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.9229720222
1988-08-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.0184164215
1988-08-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178.6346709909
1988-08-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.0172274988
1988-08-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.6154747035
1988-08-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.0957325194
1988-08-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.5639099551
1988-08-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.1649582226
1988-08-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.1374078817
1988-08-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.2307937308
1988-08-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176.0168962271
1988-08-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174.8880540918
1988-08-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173.1015663855
1988-08-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173.1951747805
1988-09-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171.1523141265
1988-09-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172.3695848997
1988-09-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174.4544288494
1988-09-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173.5041575936
1988-09-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171.8518929203
1988-09-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171.4270749343
